,Title,Published_date,Views,Likes,Comments,Month
755,What are the benefits of the Kachnar tree (Bauhinia variegata)?,2021-09-16,24098,377,11,Sep
756,How to always be young?,2021-09-14,1155,108,7,Sep
757,There are no 'floods' in Delhi | Peepal Baba,2021-09-12,1771,192,23,Sep
758,Which tree should be planted in areas with less safety from grazing animals?,2021-09-10,7438,273,37,Sep
759,How can planting trees around handpumps reduce their watering needs?,2021-09-08,1359,99,6,Sep
760,"Which is better manure - cow dung, buffalo dung or goat dung?",2021-09-06,15192,366,31,Sep
761,What to do with the invasive grass species Parthenium?,2021-09-04,271842,15539,219,Sep
762,Peepal Baba's relationship with different cities of India,2021-09-02,809,85,17,Sep
763,Tree planting and tree plantation events are 2 separate things,2021-08-31,878,81,7,Aug
764,"Nature is God, and God is Nature",2021-08-29,1145,149,20,Aug
765,"Before starting an organization, do some tangible work first",2021-08-27,1169,126,21,Aug
766,Don't destroy God's living space | Peepal Baba,2021-08-25,958,117,6,Aug
767,Forests are heaven | Peepal Baba,2021-08-23,1398,196,17,Aug
768,"God is there for gratitude, not to always ask for things",2021-08-21,813,74,7,Aug
769,Why do plants extracted from drains and rooftops die easily?,2021-08-19,1518,112,15,Aug
770,"Ekant mein Shiksha, bheed mein Pariksha",2021-08-17,848,91,12,Aug
771,Why is Chandigarh Peepal Baba's favorite city?,2021-08-15,1601,146,13,Aug
772,What are the benefits of the Harsingar tree (aka Night Jasmine or Parijat)?,2021-08-14,11506,273,21,Aug
773,Why Peepal Baba thanks his vehicle everyday,2021-08-13,1177,100,9,Aug
774,Why do the plants ordered online plants die?,2021-08-11,1359,106,8,Aug
775,Should only native tree species be planted? | Peepal Baba,2021-08-09,22307,1059,68,Aug
776,Keep your evenings mentally relaxing,2021-08-07,1130,118,7,Aug
777,What are the benefits of tree species White Siris (Albizia procera)?,2021-08-05,10361,274,19,Aug
778,Protect your plants from heat and strong winds,2021-08-04,2954,132,10,Aug
779,Live a minimalist lifestyle,2021-08-02,7009,665,65,Aug
780,Which trees should be planted in water logged areas?,2021-07-30,26789,565,100,Jul
781,Why we don't plant mango trees along highways,2021-07-28,14357,654,62,Jul
782,How to plant neem trees using neem nimboli and a comb?,2021-07-26,6510,360,29,Jul
783,"Keep working on your local level, but keep the bigger picture in mind",2021-07-25,1868,198,18,Jul
784,Why should saplings be distributed carefully?,2021-07-24,901,80,6,Jul
785,Keep this in mind while planting fruit trees,2021-07-22,21471,1013,46,Jul
786,How to collect Neem nimboli and plant neem trees?,2021-07-20,4868,293,47,Jul
787,"Plant trees peacefully and lovingly, not with having confrontations with people",2021-07-18,2135,182,35,Jul
788,Get a taste of meditation,2021-07-16,968,91,9,Jul
789,Do not overplant tree saplings this monsoon season,2021-07-15,3560,239,20,Jul
790,"When something is unfair, speak up, but gracefully",2021-07-14,1152,129,15,Jul
791,"Help us plant 10,000 Neem trees in Meerut district",2021-07-13,2017,232,56,Jul
792,Death is nothing to be feared,2021-07-12,1541,145,14,Jul
793,The economic value of plants and trees | Peepal Baba,2021-07-10,2885,247,24,Jul
794,"If you want to be successful in life, give your 100%",2021-07-08,1643,156,14,Jul
795,Why plant Peepal trees if they grow on their own?,2021-07-06,5935,371,42,Jul
796,Has the tree cover increased by 10 times in the last few years?,2021-07-04,2149,220,68,Jul
797,Grass asana: Sitting on grass is a healing experience,2021-07-02,1496,152,19,Jul
798,What are the benefits of the Harsingar tree (Parijat tree)?,2021-06-30,18675,598,70,Jun
799,"If I plant small saplings, will they survive?",2021-06-29,11116,569,38,Jun
800,How to get seeds of the Amaltas tree (Cassia fistula)?,2021-06-27,6408,257,11,Jun
801,Rainwater harvesting is the key to solving many environmental issues,2021-06-26,2058,168,11,Jun
802,Parents should make chilldren meet with grandparents,2021-06-24,811,71,10,Jun
803,What arethe benefits of the Pilkhan tree (Ficus virens)?,2021-06-22,42184,858,74,Jun
804,Don't create holes while composting,2021-06-20,3838,247,23,Jun
805,Collect seeds from old trees | Peepal Baba,2021-06-18,4622,307,34,Jun
806,Why do mature healthy trees fall down?,2021-06-16,2952,270,22,Jun
807,Keep silence to heal yourself,2021-06-14,2174,189,30,Jun
808,How fertilizers and pesticides have caused cancer in Punjab?,2021-06-13,3643,233,29,Jun
809,What are the benefits of yellow oleander?,2021-06-11,10936,434,48,Jun
810,What if someone cuts the tree I have planted?,2021-06-10,5036,417,33,Jun
811,Plant peepal trees on terraces | Peepal Baba,2021-06-08,4850,315,43,Jun
812,Pollution is a much bigger problem than Coronavirus,2021-06-06,1596,85,37,Jun
813,"Despite so much environmental activism, why is tangible impact not seen?",2021-06-05,1891,197,33,Jun
814,Trees are Sustainable Oxygen Generators,2021-06-02,1796,191,52,Jun
815,How has our Collective Karma resulted in the current situation?,2021-06-01,1905,163,20,Jun
816,"If you are alive, you are successful",2021-05-31,1615,198,20,May
817,Plant more Peepal trees in cities,2021-05-30,2403,228,22,May
818,What are the benefits of the jamun tree?,2021-05-28,27692,1236,93,May
819,Happiness can play a big role in your immunity,2021-05-27,1091,101,13,May
820,Make sure to give water to the saplings you have planted,2021-05-26,1532,141,21,May
821,Plant these trees for getting large amounts of oxygen,2021-05-24,6532,348,40,May
822,"Whatever you do, do it 100 percent",2021-05-22,1164,109,15,May
823,Don't remove leaves from the soil,2021-05-21,2170,132,19,May
824,How to deal with the problem of water logging and saline soils?,2021-05-19,7115,203,18,May
825,Why parents should not stop their children from relationships,2021-05-18,2768,187,37,May
826,Trees are Natural Spas and Wellness Centers,2021-05-16,1679,144,15,May
827,"Farmers should work in villages, not in cities",2021-05-15,1169,114,8,May
828,The importance of massages in health,2021-05-13,1049,96,14,May
829,Is transplantation of mature trees a good idea?,2021-05-12,6087,216,25,May
830,Plant Peepal and Neem trees for getting large amounts of oyxgen,2021-05-10,9925,526,43,May
831,Use empty tree guards to plant new trees,2021-05-09,3573,220,25,May
832,The peepal tree is a big oxygen factory | Peepal Baba,2021-05-07,5038,319,24,May
833,The most common reason for divorces | Peepal Baba,2021-05-06,3573,206,20,May
834,How to make your children social?,2021-05-04,893,77,8,May
835,Is cutting the peepal tree a sin?,2021-05-03,18774,602,78,May
836,How to get rid of pigeons from balconies?,2021-05-02,172604,1268,149,May
837,What is the difference between ecotourism and agritourism?,2021-05-01,2012,93,9,May
838,What does Delhi NCR need the most right now?,2021-04-29,907,97,9,Apr
839,Create green umbrellas at home,2021-04-28,2270,181,27,Apr
840,Why all Indians should read the Constitution,2021-04-27,801,87,13,Apr
841,Investing in parks means investing in the health of the citizens,2021-04-25,694,80,10,Apr
842,Agriculture services and forestry are the primary economy,2021-04-24,649,68,19,Apr
843,Does Peepal Baba plant only peepal trees?,2021-04-22,920,96,10,Apr
844,What are the benefits of the amla plant?,2021-04-21,14350,445,27,Apr
845,How to create bio enzymes at home?,2021-04-20,32559,1213,42,Apr
846,The importance of planting trees on farms | Peepal Baba,2021-04-18,5937,320,14,Apr
847,How to use wood shavings for mulching of tree saplings?,2021-04-16,2312,107,10,Apr
848,"Instead of throwing away seeds of fruits, give them to us",2021-04-15,1672,168,24,Apr
849,Is the tree Concocarpus Erectus suitable to be planted?,2021-04-15,17988,338,34,Apr
850,Insects are not pests | Peepal Baba,2021-04-14,1818,151,16,Apr
851,How the peepal tree helps to provide employment,2021-04-10,4563,298,23,Apr
852,How to plant trees by stem cutting?,2021-04-08,3716,180,22,Apr
853,Why rocks and pebbles should not be removed from the soil?,2021-04-06,4677,301,22,Apr
854,Cows should be considered an asset under the Ministry of Agriculture,2021-04-04,866,80,7,Apr
855,Don't throw away used plastic packets,2021-04-02,1130,88,5,Apr
856,Peepal Baba would like to create Forests in Shri Ram's Ayodhya,2021-03-31,1381,224,24,Mar
857,Forests are sound absorbers,2021-03-30,1128,120,7,Mar
858,Cows Are Soil Doctors,2021-03-28,2268,235,23,Mar
859,Invest time in sleeping | Peepal Baba,2021-03-26,1770,145,8,Mar
860,Why parents need to learn from children?,2021-03-24,735,68,5,Mar
861,Almost everything can be converted into compost,2021-03-23,1400,119,13,Mar
862,Every institution should plant atleast one banyan tree,2021-03-22,1978,169,14,Mar
863,What motivated Peepal Baba to become a climate activist?,2021-03-21,704,91,15,Mar
864,The importance of spending time in solitude,2021-03-19,864,88,11,Mar
865,Why does the tulsi (basil) plant die?,2021-03-17,10264,329,24,Mar
866,Remember this while planting peepal trees along roadsides and highways,2021-03-15,16667,707,42,Mar
867,Transfer plants into bigger sapling bags to allow roots to expand,2021-03-12,922,77,3,Mar
868,How tall peepal trees can be easily extracted and transplanted?,2021-03-10,1635,104,4,Mar
869,Is it okay to plant rudraksha and apple trees in Delhi NCR?,2021-03-08,1344,86,8,Mar
870,How to scale up tree planting work?,2021-03-06,1020,95,7,Mar
871,What is an edible forest?,2021-03-04,2355,173,11,Mar
872,What is the future of farming?,2021-03-02,1791,137,10,Mar
873,The importance of the peepal in Indian spirituality,2021-03-01,679,65,7,Mar
874,Tree planting essentials - protect your feet in forests and plantation sites,2021-02-22,1253,110,9,Feb
875,Which are the best tools for pruning? | Peepal Baba,2021-02-20,1351,88,11,Feb
876,"Keep water for birds, not food | Peepal Baba",2021-02-18,11947,353,31,Feb
877,"Instead of only planting small plants on rooftops, plant big plants also",2021-02-16,1783,114,4,Feb
878,Is it normal for extracted plants of peepal and banyan to shed their leaves?,2021-02-14,1550,109,12,Feb
879,"Instead of buying ornamental plants, plant native shade and fruit trees",2021-02-12,1460,137,10,Feb
880,How to create high quality compost using cow dung and leaves?,2021-02-11,12329,379,14,Feb
881,Nature selects you for doing its work | Peepal Baba,2021-02-09,3764,303,32,Feb
882,How to use cow dung to create compost?,2021-02-07,1428,77,3,Feb
883,What to do with roots of trees after extracting them?,2021-02-05,1627,116,11,Feb
884,What are seed beds and what are their benefits?,2021-02-04,2270,156,2,Feb
885,Revive the national tree of India - the Banyan tree (Ficus benghalensis),2021-01-30,3674,188,13,Jan
886,How can farmers cooperatives benefit the farmers of India?,2021-01-28,443,50,11,Jan
887,How does planting peepal and banyan trees create a permanent green cover,2021-01-27,2535,142,8,Jan
888,How to take care of tree saplings 3 years after planting them?,2021-01-25,1611,92,6,Jan
889,Change the soil around your tree saplings after 6 months,2021-01-24,1066,90,6,Jan
890,Rearing of cows in India,2021-01-22,1098,108,7,Jan
891,How to recharge groundwater using water recharge pits?,2021-01-21,8834,310,15,Jan
892,Is it okay to use epsom salt and magnesium sulfate for plants?,2021-01-19,901,73,4,Jan
893,Be loving to animals that eat your food | Peepal Baba,2021-01-18,917,111,13,Jan
894,"Before planting trees, make the soil fertile | Peepal Baba",2021-01-16,2865,142,7,Jan
895,Peepal tree myth - why is the peepal tree considered inauspicious?,2021-01-14,2349,116,16,Jan
896,How to water plants when on vacation?,2021-01-13,1067,82,2,Jan
897,Is the future of the planet positive?,2021-01-11,770,86,9,Jan
898,What are the benefits of the banana tree?,2021-01-10,7080,234,15,Jan
899,The basics of tree planting | 4 Ps of planting |Peepal Baba,2021-01-08,4073,216,11,Jan
900,"Environmentalist, Botanist, Forester or Horticulturist? | Peepal Baba",2021-01-06,662,71,7,Jan
901,"To have maximum impact, keep things less and simple | Peepal Baba",2021-01-04,731,59,2,Jan
902,Never throw away dead leaves | Peepal Baba,2021-01-02,1388,97,7,Jan
903,Creating tree nurseries is a 365 day process | Peepal Baba,2021-01-01,2427,152,9,Jan
904,The importance of planting the neem tree (Azadirachta indica),2020-12-31,9126,388,31,Dec
905,Greenery Revolution in Delhi NCR | Peepal Baba,2020-12-29,1162,109,9,Dec
906,Are gossip sessions with friends good for your health?,2020-12-28,442,44,8,Dec
907,Creating bonsai plants means the full growth of the plant is restricted,2020-12-26,1200,111,22,Dec
908,"Instead of throwing away used tea leaves, use them for composting?",2020-12-25,940,83,7,Dec
909,Presence of snails is the best indicator for healthy soil,2020-12-24,1061,88,15,Dec
910,Why should the government give green belts to corporations?,2020-12-22,527,51,5,Dec
911,The Neem Tree Abhiyan of Give Me Trees Trust,2020-12-20,14276,798,71,Dec
912,Plant 108 bodhi trees | Peepal Baba,2020-12-18,5785,287,47,Dec
913,Which is the best method to offset carbon emissions?,2020-12-16,855,103,9,Dec
914,Is working from forests the future of corporate work? | Peepal Baba,2020-12-15,530,60,14,Dec
915,How to make compost pits?,2020-12-13,13740,201,11,Dec
916,How long does it take for saplings to grow into trees?,2020-12-12,12932,554,33,Dec
917,How can senseless pruning damage trees?,2020-12-11,1114,100,9,Dec
918,What India needs to learn from Bhutan,2020-12-05,1151,118,12,Dec
919,Using milk packets to create tree nurseries | Peepal Baba,2020-12-04,2554,174,19,Dec
920,What are the benefits of the lasoda tree?,2020-12-02,11042,238,26,Dec
921,Peepal tree- the king among all trees,2020-12-01,1767,106,19,Dec
922,Is it okay to leave everything to go and live on mountains and villages?,2020-11-30,1679,155,18,Nov
923,"Indoor plants are not nature's creation, but a human concept",2020-11-28,811,85,12,Nov
924,Why do plants in balconies and terraces die?,2020-11-27,1742,147,6,Nov
925,Senseless pruning of trees is similar to cutting their organs,2020-11-23,1978,182,22,Nov
926,Why should the government outsource afforestation activities to the public?,2020-11-21,391,45,6,Nov
927,"If you want to be successful in any field, give it atleast 12 hours per day",2020-11-19,732,74,3,Nov
928,Miyawaki method of tree planting explained in simple terms,2020-11-18,24704,784,29,Nov
929,How to use grass for mulching and composting?,2020-11-16,1315,96,13,Nov
930,How a barren piece of land was transformed by dense tree planting,2020-11-15,3471,192,23,Nov
931,How to choose the correct tree planting and gardening tools?,2020-11-13,874,76,8,Nov
932,How many hours of sunlight is good for the health of indoor plants?,2020-11-11,453,37,1,Nov
933,Why India needs 2 lakh urban forests and not 200 | Peepal Baba,2020-11-10,1672,148,17,Nov
934,Is it true that Indians don't pay taxes?,2020-11-08,474,34,4,Nov
935,Which trees should be planted in areas with excessive rainfall?,2020-11-07,1181,98,7,Nov
936,Mulching is the perfect sunscreen for soil | Peepal Baba,2020-11-06,1176,87,10,Nov
937,What is the importance of creating your own tree nurseries?,2020-11-04,4972,310,18,Nov
938,Don't do social distancing in plants | Peepal Baba,2020-11-03,4112,285,22,Nov
939,How to decide which tree to plant as a beginner tree planter?,2020-11-01,929,73,5,Nov
940,How can amarbel harm trees and how to protect them?,2020-10-30,2194,122,7,Oct
941,Peepal Baba speaks on the new agriculture bill,2020-10-28,1138,103,26,Oct
942,A suitable place to plant bamboo - near water bodies,2020-10-27,5306,290,9,Oct
943,How is the problem of mice related to feeding of pigeons?,2020-10-21,720,71,9,Oct
944,What is the solution to stop chemical fertilizers? | Peepal Baba,2020-10-20,1493,113,7,Oct
945,How to choose your hobby? | Peepal Baba,2020-10-19,1534,160,29,Oct
946,The correct way of tilling and turning the soil | Peepal Baba,2020-10-17,1614,113,17,Oct
947,The Greenery Revolution (Hariyali Kranti) Movement of Give Me Trees Trust,2020-10-16,1819,168,24,Oct
948,Dense Tree Planting Using Principles of Miyawaki Method,2020-10-14,10286,450,23,Oct
949,The Neem Tree movement of Give Me Trees Trust,2020-10-09,3308,256,24,Oct
950,What is the formula for success in cluster plantations?,2020-10-08,1946,136,6,Oct
951,Coronavirus and closed walls | Peepal Baba,2020-10-06,1044,89,4,Oct
952,Keep lighted oil lamps away from trees,2020-10-05,894,100,8,Oct
953,The most suitable months to plant trees | Peepal Baba,2020-10-03,49215,2044,83,Oct
954,What is the importance of pathways on plantation site?,2020-10-02,8706,485,19,Oct
955,"If your mind is happy, the world is a happy place",2020-09-30,879,93,7,Sep
956,The correct way to prune trees and plants | Peepal Baba,2020-09-28,12165,479,13,Sep
957,Peepal Baba on how can teenagers spend free time?,2020-09-26,1102,135,46,Sep
958,Benefits of planting flowering plants and trees,2020-09-21,2719,206,14,Sep
959,"What if your plants seem healthy, but are not giving fruits or vegetables?",2020-09-19,1802,118,8,Sep
960,Declutter and simplify - A simple way to be happy,2020-09-17,1044,134,13,Sep
961,Which is a better way of tree planting - stem cutting or seeds?,2020-09-16,8608,414,27,Sep
962,How to protect your plants from rats ?,2020-09-14,14605,215,16,Sep
963,How are handpumps vey beneficial for water conservation?,2020-09-13,1071,121,8,Sep
964,Growing coconut trees in Punjab and apples in Bangalore?,2020-09-11,7287,232,35,Sep
965,What are the benefits of flowering plants and trees?,2020-09-09,846,88,8,Sep
966,Keep water bowls for birds and animals,2020-09-08,2712,192,16,Sep
967,A zone of babool trees in Delhi NCR,2020-09-07,8131,530,47,Sep
968,What are the advantages of the bakain tree?,2020-09-04,56254,635,33,Sep
969,How to protect your plants from termites?,2020-09-03,34425,730,49,Sep
970,What is the importance of the neem tree?,2020-09-02,12252,514,30,Sep
971,How to make agriculture profitable?,2020-08-31,3391,164,12,Aug
972,The simplest solution to protect your plants from ants?,2020-08-29,4874,184,8,Aug
973,How to start planting neem trees?,2020-08-26,66470,2248,100,Aug
974,How to move peepal trees whose roots are damaging buildings to another place?,2020-08-20,29208,522,43,Aug
975,What to do if half plant is healthy and other half is unhealthy?,2020-08-18,699,73,17,Aug
976,What are the benefits of dense tree planting?,2020-08-16,4959,312,20,Aug
977,What is the importance of pruning your trees?,2020-08-15,21307,897,27,Aug
978,How to protect your plants from ants?,2020-08-11,3317,152,14,Aug
979,How to protect your plants from worms and bugs?,2020-08-09,5676,157,11,Aug
980,How to use onion to keep your plants healthy?,2020-08-07,3394,253,8,Aug
981,Which trees should be planted in hilly areas prone to landslides?,2020-08-05,5197,236,24,Aug
982,Which tree species does Give Me Trees Trust plant?,2020-08-02,1966,149,26,Aug
983,Which tree needs less water and is not damaged by monkeys?,2020-07-31,9696,381,28,Jul
984,How to plant multiple plants in one pot?,2020-07-29,10466,231,19,Jul
985,Why does someone commit suicide?,2020-07-27,663,73,5,Jul
986,How to take care of grass?,2020-07-24,1486,113,9,Jul
987,An appeal to protect our cows from covid plastic waste,2020-07-22,508,58,6,Jul
988,How to plant trees on farms? | Peepal Baba,2020-07-20,54505,1985,105,Jul
989,How we celebrated World Environment Day for 15 days,2020-07-18,795,107,10,Jul
990,What to do if your plants are not growing?,2020-07-16,74706,1942,107,Jul
991,Staying at home during pandemic,2020-07-14,380,39,3,Jul
992,How to take care of the tulsi (basil) plant?,2020-07-12,18125,860,41,Jul
993,How to plant banyan trees by stem cutting?,2020-07-10,48098,1352,93,Jul
994,Which is better - natural bird nest or man made bird nest?,2020-07-08,2565,156,17,Jul
995,Why is dense tree plantation required urgently required in India?,2020-07-06,8100,533,50,Jul
996,Can seeds taken from other countries be planted in local areas?,2020-07-04,667,55,12,Jul
997,What is mulching and what are its benefits?,2020-07-02,3163,187,14,Jul
998,"No matter how the sunrise was, the sunset of your life should be beautiful",2020-06-30,1092,112,12,Jun
999,Which trees to plant if there are problems with low water and grazing?,2020-06-28,12268,616,34,Jun
1000,Create green models in your cities and localities,2020-06-26,1055,108,22,Jun
1001,The most suitable nurseries to obtain tree saplings from,2020-06-24,1286,76,15,Jun
1002,Be self reliant in tree planting | Peepal Baba,2020-06-22,8677,570,37,Jun
1003,Is it possible to plant trees in construction debris?,2020-06-20,1860,161,17,Jun
1004,"Are plants like Vilayati keekar, Alstonia or Parthenium evil?",2020-06-18,6080,170,26,Jun
1005,Is coronavirus a habitat loss problem?,2020-06-16,526,51,7,Jun
1006,How to separate roots of plants when they get entangled?,2020-06-14,1104,90,11,Jun
1007,How to use potato peels to nourish the soil and plants?,2020-06-12,5410,227,15,Jun
1008,Are locusts bad for our ecosystem?,2020-06-10,3908,291,26,Jun
1009,The correct way to cultivate trees from roots,2020-06-07,1506,126,12,Jun
1010,How to extract roots to plant new trees?,2020-06-05,43036,1162,83,Jun
1011,Are eucalyptus and polar trees good for tree planting?,2020-06-03,8721,278,22,Jun
1012,How to start planting trees? | Peepal Baba,2020-06-01,37215,2065,118,Jun
1013,Quick tips for tree planting during summers,2020-05-30,5648,389,24,May
1014,How can government investing in playgrounds make our youth healthy?,2020-05-25,619,58,5,May
1015,How to propogate the bougainvillea plant? | Peepal Baba,2020-05-22,27810,873,30,May
1016,The Bodhi Tree campaign : How Give Me Trees has planted million of peepal trees,2020-05-18,2742,199,14,May
1017,How the word organic has been over commercialized,2020-05-15,1866,63,35,May
1018,Grass should never be pulled out | Peepal Baba,2020-05-12,2224,159,10,May
1019,Whyy India needs a Ministry of Aesthetics? | Peepal Baba,2020-05-09,1103,125,16,May
1020,How to decide which tree species to plant?,2020-05-07,2599,207,20,May
1021,"When you cut a tree, you are cutting an oxygen cylinder",2020-05-01,1999,158,17,May
1022,One of the best ways to spend your vacations | Peepal Baba,2020-04-28,1401,113,12,Apr
1023,Humans can only plant trees but forests are created by nature,2020-04-26,1353,139,11,Apr
1024,How we have forgotten the real importance of Indian festivals,2020-04-23,770,73,8,Apr
1025,Ayurvedic and Organic simply mean natural,2020-04-20,509,47,7,Apr
1026,Never lose focus | Peepal Baba,2020-04-18,796,92,9,Apr
1027,How to use cardboard for making compost?,2020-04-15,8423,266,22,Apr
1028,Are humans the real aliens? | Peepal Baba,2020-04-12,1107,124,12,Apr
1029,Why has Give Me Trees planted 70 lakh neem trees across India?,2020-04-10,7505,289,36,Apr
1030,What is bio fencing and what are its benefits?,2020-04-08,81248,2069,44,Apr
1031,Avoid these common composting mistakes | Peepal Baba,2020-04-05,7343,357,12,Apr
1032,The most efficient way to improve English language skills,2020-04-03,1986,149,8,Apr
1033,The most important factor for successful tree planting | Peepal Baba,2020-04-01,1461,112,13,Apr
1034,What to keep in mind while designing parks?,2020-03-30,1151,101,7,Mar
1035,How to use peepal leaves to create high quality compost,2020-03-27,1760,82,4,Mar
1036,How to get high quality soil for plants at no cost?,2020-03-24,15053,745,57,Mar
1037,What are the benefits of the sheesham tree?,2020-03-21,94714,1215,82,Mar
1038,What is the difference between friends and relatives?,2020-03-18,1197,46,6,Mar
1039,Some common tree planting mistakes to avoid | Peepal Baba,2020-03-16,16942,780,25,Mar
1040,How to make compost from leaves?,2020-03-13,5986,333,11,Mar
1041,How can the rivers of India be revived?,2020-03-10,616,55,2,Mar
1042,Is India under acid attack?,2020-03-07,427,46,8,Mar
1043,What are the benefits of the bamboo tree?,2020-03-05,51715,1666,66,Mar
1044,What is cluster plantation and what are its benefits?,2020-03-02,6092,318,13,Mar
1045,Why some laws and regulations in India needs to be changed?,2020-02-27,677,39,7,Feb
1046,How women will take major leadership positions in 2020,2020-02-25,144,15,3,Feb
1047,What can we do to improve the condition of cows in India?,2020-02-23,613,63,14,Feb
1048,What is the best way to deal with coronavirus? | Peepal Baba,2020-02-19,819,58,2,Feb
1049,Why is neem the best suited tree to plant in urban areas?,2020-02-19,2891,194,16,Feb
1050,Our attitude towards the leadership of the country | Peepal Baba,2020-02-18,230,26,1,Feb
1051,Why is using handpumps a very efficient way of irrigation?,2020-02-13,2524,202,12,Feb
1052,The most important resolution for 2020,2020-02-11,361,47,8,Feb
1053,Quick and easy to implement tips on Tik Tok | Peepal Baba,2020-02-09,252,27,4,Feb
1054,What should be the focus when beginning to plant trees?,2020-02-08,1455,126,12,Feb
1055,The importance of international exposure in education or career,2020-02-06,573,40,12,Feb
1056,How can plants cure depression?,2020-02-01,2495,139,14,Feb
1057,Why is it important to choose your friends wisely?,2020-01-29,659,50,13,Jan
1058,How can learning from others people's mistakes enhance our lives?,2020-01-25,199,19,3,Jan
1059,Why should soil be worshiped? | Peepal Baba,2020-01-24,325,37,3,Jan
1060,What are the benefits of the jamun tree?,2020-01-19,9932,495,29,Jan
1061,What is the definition of meditation? | Peepal Baba,2020-01-16,928,70,10,Jan
1062,How to control the spread of invasive plant species prosopis juliflora?,2020-01-14,9169,289,39,Jan
1063,Why is it important to be alone for some time?,2020-01-11,442,42,7,Jan
1064,How do the places we spend time at affect us?,2020-01-09,306,29,6,Jan
1065,How to have maximum impact on the environment while at home?,2020-01-07,712,84,17,Jan
1066,What are the parameters to measure succes in life? | Peepal Baba,2020-01-05,841,80,8,Jan
1067,Is being too honest a good thing? | Peepal Baba,2020-01-03,2840,220,25,Jan
1068,Which environmental organizations are doing the best work?,2020-01-01,15876,532,34,Jan
1069,What is the most important ingredient for planting trees successfully?,2019-12-30,6626,445,24,Dec
1070,What ultimately matters in our efforts to preserve the environment?,2019-12-28,462,57,18,Dec
1071,An appeal to the government to plant virgin forests,2019-12-22,2259,221,20,Dec
1072,What are the benefits of the marigold plant?,2019-12-21,35357,944,27,Dec
1073,A simple way to recharge yourself | Peepal Baba,2019-12-18,6511,506,25,Dec
1074,Why should we never uproot grass? | Peepal Baba,2019-12-15,2174,157,10,Dec
1075,Why has the duration of winters in Delhi NCR decreased?,2019-12-14,322,44,4,Dec
1076,How does the food we eat for the first 20 years affect our body?,2019-12-11,1021,103,9,Dec
1077,An appeal to use cloth bags | Peepal Baba,2019-12-08,466,52,6,Dec
1078,What  are the benefits of the tree Pongamia Pinnata (Karanj Papdi)?,2019-12-04,70461,979,79,Dec
1079,How to protect young tree saplings by fencing?,2019-12-01,9129,272,18,Dec
1080,What should we do with leaves fallen on the ground?,2019-11-29,1187,125,8,Nov
1081,"With so much damage done to the planet, how will nature restore balance?",2019-11-26,2364,222,28,Nov
1082,Inviting solutions to deal with plastic | Peepal Baba,2019-11-23,2327,208,52,Nov
1083,What is the solution to clean the rivers of India?,2019-11-21,2749,160,25,Nov
1084,Why is 20 miinites of daily silence necessary?,2019-11-19,372,43,3,Nov
1085,What should we do when someone criticises us?,2019-11-16,1151,134,13,Nov
1086,Not all types of trees can grow everywhere,2019-11-14,1538,124,10,Nov
1087,Why is the life of young adults so fast paced these days?,2019-11-12,591,39,4,Nov
1088,How to conserve water by digging ponds? | Peepal Baba,2019-11-10,22144,787,35,Nov
1089,At what distance from homes should trees be planted?,2019-11-09,94151,1981,115,Nov
1090,What do to with single use plastic?,2019-11-07,1160,98,15,Nov
1091,What is the main cause of smog in Delhi NCR?,2019-11-05,1334,136,5,Nov
1092,What is the alternative to plastic water bottles?,2019-11-03,10359,234,17,Nov
1093,Advice to beginner tree planters | Peepal Baba,2019-11-01,45416,2358,118,Nov
1094,How to protect yourself from air pollution?,2019-10-30,1677,142,6,Oct
1095,How to use coconut shells to plant trees?,2019-10-27,4527,252,15,Oct
1096,What is the alternative to using single use plastic for food?,2019-10-23,477,59,6,Oct
1097,Peepal Baba talks about Osho Rajneesh,2019-10-22,13081,936,74,Oct
1098,Peepal Baba on Greta Thunberg,2019-10-20,713,65,7,Oct
1099,Is water from sewage treatment plants safe for use?,2019-10-19,2559,101,13,Oct
1100,Peepal Baba's message on sweets this Diwali,2019-10-17,393,50,5,Oct
1101,How can Delhi NCR residents avoid pollution during Diwali?,2019-10-15,321,42,5,Oct
1102,Social media environmentalism,2019-10-13,400,47,6,Oct
1103,What will the world be like in the next 5-7 years?,2019-10-12,1906,170,43,Oct
1104,The reason behind cutting the Aarey and Aravalli forests,2019-10-09,1779,149,34,Oct
1105,What is the most important thing while managing organisations?,2019-10-05,491,56,1,Oct
1106,Why is talking a good way of therapy?,2019-10-02,244,33,1,Oct
1107,A simple way to collect seeds for tree plantation,2019-09-30,2227,138,7,Sep
1108,Why is Amarbel bad for trees and how to get rid of it?,2019-09-28,9860,169,13,Sep
1109,Why is it critical to manage anger?,2019-09-27,486,49,3,Sep
1110,Why is travelling a spiritual practice?,2019-09-25,3567,296,11,Sep
1111,Why is it critical to make a watering plan for tree saplings?,2019-09-22,1501,135,16,Sep
1112,Why is it important to have a strong bonding with your tree planting tool?,2019-09-21,467,53,3,Sep
1113,The correct way to propagate peepal seeds | Peepal Baba,2019-09-19,19402,708,71,Sep
1114,Why is tree planting work most effective in small teams?,2019-09-17,721,87,11,Sep
1115,A less expensive alternative to the Miyawaki method of tree planting,2019-09-14,55965,1429,66,Sep
1116,Peepal Baba on immersing idols of Gods in rivers,2019-09-10,573,57,10,Sep
1117,How can NHAI and the government restore tree cover along highways?,2019-09-10,3798,302,34,Sep
